id,location_big,location,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
9523,"Bucuresti, zona Timpuri Noi",Timpuri Noi,agency,apartament,decomandat,1,62900,1,38,40,1993,bloc de apartamente,P+8E,7,8,,1,,,1
9524,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,decomandat,1,350000,3,90,110,2003,bloc de apartamente,P+5E,4,5,1,2,,,
9525,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,235000,2,69,86,2016,bloc de apartamente,S+P+13E,11,13,1,1,1,1,1
9526,"Bucuresti, Sector 1, zona P-ta Presei Libere",P-ta Presei Libere,agency,apartament,decomandat,1,66900,1,42,,2020,bloc de apartamente,S+P+11E,7,11,1,1,,,1
9527,"Bucuresti, Sector 2, zona Universitate",Universitate,agency,apartament,decomandat,1,115000,4,92,105,1950,bloc de apartamente,P+7E,1,7,1,2,,,2
9528,"Bucuresti, Sector 2, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,lux,74000,1,43,58,2020,bloc de apartamente,S+P+8E,1,8,1,1,,,1
9529,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,175000,3,72,87,2015,bloc de apartamente,S+P+4E,1,4,,2,1,1,
9530,"Bucuresti, Sector 3, zona Liviu Rebreanu",Liviu Rebreanu,agency,apartament,decomandat,lux,111500,3,75,90,2021,bloc de apartamente,P+9E,4,9,1,2,,,1
9601,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,89500,2,58,85,2020,bloc de apartamente,P+6E,1,6,1,1,,,1
9602,"Bucuresti, zona Pantelimon",Pantelimon,agency,apartament,decomandat,1,110700,3,71,114,2017,bloc de apartamente,P+11E,Parter,11,1,2,,,
9603,"Bucuresti, Sector 2, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,lux,84500,1,48,65,2020,bloc de apartamente,S+P+8E,1,8,1,1,,,1
9604,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,76500,3,76,86,2020,bloc de apartamente,P+4E,1,4,1,2,,1,1
9605,"Bucuresti, zona Colentina",Colentina,agency,apartament,semidecomandat,1,65000,2,54,59,1978,bloc de apartamente,P+10E,5,10,1,1,,,1
9606,"Bucuresti, zona Sisesti",Sisesti,agency,apartament,decomandat,lux,89800,2,62,74,2020,bloc de apartamente,P+10E,1,10,1,1,2,,
9607,"Bucuresti, Sector 2, zona Colentina",Colentina,agency,apartament,semidecomandat,1,56000,2,52,52,1971,bloc de apartamente,P+10E,5,10,1,1,,,1
9608,"Bucuresti, zona Victoriei",Victoriei,agency,apartament,decomandat,1,180000,3,64,93,2020,bloc de apartamente,P+4E,2,4,1,2,,1,2
9609,"Bucuresti, zona Doamna Ghica",Doamna Ghica,agency,apartament,decomandat,2,31500,1,22,30,1978,bloc de apartamente,P+10E,9,10,1,1,,,
9610,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,lux,26900,1,31,38,2020,bloc de apartamente,D+P+7E,2,7,1,1,,1,1
9611,"Bucuresti, Sector 2, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,lux,81000,1,47,60,2020,bloc de apartamente,S+P+11E,7,11,1,1,,,1
9612,"Bucuresti, zona Domenii",Domenii,prepay,apartament,,lux,265000,3,,,2007,bloc de apartamente,P+2E,Parter,2,,2,,,
9613,"Bucuresti, zona Aviatiei",Aviatiei,prepay,apartament,decomandat,lux,135900,2,62,,2020,bloc de apartamente,P+6E,4,6,,,,,
9614,"Bucuresti, Sector 4, zona Vacaresti",Vacaresti,agency,apartament,semidecomandat,1,133000,4,75,90,1984,bloc de apartamente,P+8E,7,8,1,1,,,
9615,"Bucuresti, Sector 2, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,95000,2,55,75,2020,bloc de apartamente,S+P+11E,1,11,1,1,,,1
9616,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,64800,2,56,67,2020,bloc de apartamente,D+P+5E,1,5,1,1,,,1
9617,"Bucuresti, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,40000,2,47,48,2013,bloc de apartamente,P+4E,1,4,1,1,,,1
9618,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,110000,4,,80,1987,bloc de apartamente,,Parter,,1,1,,1,1
9619,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,125000,3,65,77,1986,bloc de apartamente,P+4E,3,4,1,2,,,2
9620,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,75900,3,66,69,1974,bloc de apartamente,D+P+4E,1,4,1,1,,,1
9621,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,,,123000,2,65,70,,bloc de apartamente,P+8E,2,8,1,1,,,1
9622,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,48500,1,33,33,1980,bloc de apartamente,P+10E,8,10,1,1,,,1
9623,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,1,57200,1,36,54,2020,bloc de apartamente,P+4E,2,4,1,1,,,1
9624,"Bucuresti, zona Vitan",Vitan,agency,apartament,decomandat,lux,117000,3,76,87,1989,bloc de apartamente,P+8E,2,8,1,2,,,1
9625,"Bucuresti, zona Pantelimon",Pantelimon,agency,apartament,semidecomandat,1,82000,2,56,63,2021,bloc de apartamente,P+11E,6,11,1,1,,,1
9626,"Bucuresti, zona Clucerului",Clucerului,agency,apartament,decomandat,1,335000,3,150,243,2006,bloc de apartamente,P+7E,Parter,7,1,2,,,
9627,"Bucuresti, zona P-ta Muncii",P-ta Muncii,agency,apartament,semidecomandat,1,79000,3,70,70,1970,bloc de apartamente,P+10E,9,10,1,1,,,1
9628,"Bucuresti, zona Kiseleff",Kiseleff,agency,apartament,decomandat,lux,1180000,4,209,251,2020,bloc de apartamente,P+5E,4,5,1,3,,,
9630,"Bucuresti, zona Pantelimon",Pantelimon,agency,apartament,decomandat,1,79000,2,56,63,2020,bloc de apartamente,P+11E,7,11,1,1,,,1
9701,"Bucuresti, zona Giulesti",Giulesti,agency,apartament,decomandat,1,64800,2,57,70,2020,bloc de apartamente,P+11E,2,11,1,1,,1,1
9702,"Bucuresti, Sector 3, zona P-ta Muncii",P-ta Muncii,agency,apartament,decomandat,1,119000,2,54,85,,bloc de apartamente,S+P+6E,3,6,1,1,,,1
9703,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,2,67499,4,60,67,1973,bloc de apartamente,P+10E,6,10,1,2,,,1
9704,"Bucuresti, zona Dristor",Dristor,agency,apartament,decomandat,1,117000,3,73,80,1987,bloc de apartamente,P+8E,1,8,1,1,,1,2
9705,"Bucuresti, zona Pipera",Pipera,agency,apartament,semidecomandat,lux,81081,2,64,80,2019,bloc de apartamente,P+5E,3,5,1,1,,,2
9706,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,lux,119500,3,88,102,2010,bloc de apartamente,S+P+4E,3,4,1,2,,,2
9707,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,250000,2,80,100,2006,bloc de apartamente,P+6E,5,6,1,2,,1,1
9708,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,decomandat,1,240000,3,85,138,2009,bloc de apartamente,P+5E,4,5,1,2,1,1,1
9710,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,semidecomandat,1,75500,2,47,64,2019,bloc de apartamente,P+4E,4,4,1,1,,1,1
9711,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,semidecomandat,1,69000,3,56,72,2020,bloc de apartamente,P+11E,11,11,1,1,,,1
9712,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,110000,5,172,230,2011,bloc de apartamente,S+P+1E+M,1,1,1,3,,1,2
9713,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,3,43000,2,52,56,1984,bloc de apartamente,,6,,1,1,,1,1
9714,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,41900,1,42,51,2021,bloc de apartamente,D+P+7E,2,7,1,1,,,1
9715,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,95000,3,,111,2019,bloc de apartamente,S+P+11E,4,11,1,2,,1,1
9716,"Bucuresti, Sector 1, zona Domenii",Domenii,agency,apartament,decomandat,1,152142,3,78,108,2020,bloc de apartamente,S+P+11E,2,11,1,2,,1,1
9717,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,238000,3,126,170,2008,bloc de apartamente,P+4E,2,4,1,2,1,2,
9718,"Bucuresti, Sector 1, zona 1 Mai",1 Mai,agency,apartament,decomandat,1,199000,3,88,111,2020,bloc de apartamente,S+P+8E,4,8,1,2,1,,1
9720,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,82500,3,77,89,2018,bloc de apartamente,P+4E,Parter,4,1,2,,1,1
9721,"Bucuresti, Sector 4, zona Sud",Sud,agency,apartament,decomandat,1,23500,1,22,28,2021,bloc de apartamente,P+2E,1,2,1,1,,1,
9722,"Bucuresti, Sector 1, zona P-ta Presei Libere",P-ta Presei Libere,agency,apartament,decomandat,1,110446,3,55,73,2020,bloc de apartamente,S+P+11E,7,11,1,1,,,1
9723,"Bucuresti, Sector 4, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,64500,2,70,82,2020,bloc de apartamente,P+6E,3,6,1,1,,1,1
9724,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,79900,3,102,202,2021,bloc de apartamente,P+6E,5,6,1,2,,,1
9725,"Bucuresti, Sector 1, zona Domenii",Domenii,agency,apartament,semidecomandat,lux,226000,3,87,,2007,bloc de apartamente,P+5E,1,5,1,3,,1,
9726,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,79853,2,60,76,2020,bloc de apartamente,S+P+5E,1,5,,1,,,1
9727,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,lux,155000,3,103,103,2020,bloc de apartamente,P+3E,Parter,3,1,2,,,1
9728,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,72900,3,72,81,2021,bloc de apartamente,P+5E,3,5,1,1,,,1
9729,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,44000,1,41,50,2021,bloc de apartamente,D+P+7E,1,7,1,1,,1,1
9730,"Bucuresti, Sector 1, zona Straulesti",Straulesti,agency,apartament,decomandat,1,140000,3,73,,2021,bloc de apartamente,P+4E,Parter,4,1,2,,,1
9828,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,semidecomandat,1,126000,3,78,103,2020,bloc de apartamente,S+P+9E,9,9,1,2,,,1
9829,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,decomandat,1,118965,2,56,72,2019,bloc de apartamente,S+P+9E,5,9,1,1,,,1
9830,"Bucuresti, Sector 3, zona Tineretului",Tineretului,agency,apartament,semidecomandat,lux,111300,2,51,64,2021,bloc de apartamente,S+P+8E,7,8,1,1,,,1
9901,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,1,115000,2,59,,2021,bloc de apartamente,P+4E,Parter,4,1,1,,,1
9902,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,1,131000,3,82,104,2020,bloc de apartamente,S+P+9E,7,9,1,2,,,1
9903,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,decomandat,1,121505,2,56,72,2019,bloc de apartamente,S+P+9E,2,9,1,1,,,1
9904,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,98800,2,72,72,2020,bloc de apartamente,S+P+10E,10,10,1,1,,,1
9905,"Bucuresti, Sector 1, zona Straulesti",Straulesti,agency,apartament,decomandat,1,255000,4,144,,2021,bloc de apartamente,P+4E,4,4,1,3,,,4
9906,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,1,150000,3,78,94,2021,bloc de apartamente,P+4E,2,4,1,2,,,1
9907,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,lux,63525,2,55,62,2020,bloc de apartamente,P+5E,1,5,1,1,,,1
9908,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,90300,2,60,72,2020,bloc de apartamente,P+5E,Parter,5,1,1,,,1
9909,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,1,85000,2,56,69,2019,bloc de apartamente,P+3E,1,3,1,1,,1,
9910,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,semidecomandat,1,149000,3,82,145,2020,bloc de apartamente,S+P+5E,5,5,1,2,,,1
9911,"Bucuresti, Sector 1, zona Straulesti",Straulesti,agency,apartament,decomandat,1,155000,3,78,,2021,bloc de apartamente,P+4E,Parter,4,1,2,,,1
9912,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,52500,2,49,64,2021,bloc de apartamente,P+10E,2,10,1,1,,,1
9913,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,semidecomandat,1,149000,3,88,133,2020,bloc de apartamente,S+P+9E,7,9,1,2,,,1
9914,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,72100,3,85,92,2020,bloc de apartamente,S+P+4E,3,4,1,2,,,1
9915,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,1,107000,2,57,69,2020,bloc de apartamente,P+5E,Parter,5,1,1,,,
9916,"Bucuresti, Sector 1, zona Straulesti",Straulesti,agency,apartament,decomandat,1,105000,2,54,,2021,bloc de apartamente,P+4E,2,4,1,2,,,1
9917,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,1,116000,3,75,98,2020,bloc de apartamente,S+P+5E,4,5,1,2,,,1
9918,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,1,128000,3,83,102,2020,bloc de apartamente,S+P+9E,2,9,1,2,,,1
9919,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,1,106000,2,60,65,2020,bloc de apartamente,S+P+5E,Parter,5,1,1,,,
9920,"Bucuresti, Sector 1, zona Straulesti",Straulesti,agency,apartament,decomandat,1,140000,3,74,94,2021,bloc de apartamente,P+4E,2,4,1,2,,,2
9921,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,1,124000,3,82,106,2020,bloc de apartamente,S+P+9E,9,9,1,2,,,1
9922,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,lux,92000,2,62,73,2020,bloc de apartamente,P+3E,2,3,1,1,,,1
9923,"Bucuresti, Sector 6, zona Politehnica",Politehnica,agency,apartament,decomandat,1,86060,2,66,79,2019,bloc de apartamente,P+12E,1,12,1,1,,,1
9924,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,semidecomandat,2,92400,3,68,87,2016,bloc de apartamente,S+P,Parter,,1,2,,,1
9925,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,decomandat,1,290000,3,97,130,,bloc de apartamente,,1,,1,2,,,2
9926,"Bucuresti, zona Unirii",Unirii,agency,apartament,semidecomandat,1,232645,4,137,,2020,bloc de apartamente,P+12E,3,12,1,3,,,1
9927,"Bucuresti, Sector 6, zona Politehnica",Politehnica,agency,apartament,semidecomandat,1,72900,2,41,54,2021,bloc de apartamente,S+P+7E,2,7,1,1,,,1
9928,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,semidecomandat,lux,185600,3,79,97,2021,bloc de apartamente,S+P+8E,7,8,1,2,,,1
9929,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,lux,62500,2,52,52,,bloc de apartamente,P+5E,1,5,1,1,,,1
9930,"Bucuresti, Sector 4, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,65000,2,52,63,2020,bloc de apartamente,S+P+3E,1,3,1,1,,,1
10001,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,33900,1,32,36,2021,bloc de apartamente,P+3E,1,3,1,1,,1,1
10002,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,1,67000,1,37,39,1991,bloc de apartamente,P+8E,1,8,1,1,,,1
10003,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,117000,2,92,103,2020,bloc de apartamente,P+7E,4,7,1,1,1,1,1
10004,"Bucuresti, Sector 2, zona Tei",Tei,agency,apartament,semidecomandat,1,98000,4,80,105,1985,bloc de apartamente,S+P+8E,5,8,1,2,,,2
10005,"Bucuresti, Sector 6, zona Grozavesti",Grozavesti,agency,apartament,decomandat,1,86060,2,66,77,2019,bloc de apartamente,P+12E,1,12,1,1,,,1
10006,"Bucuresti, Sector 4, zona Vitan",Vitan,agency,apartament,decomandat,1,94600,2,57,85,2020,bloc de apartamente,D+P+5E,5,5,1,1,,,1
10007,"Bucuresti, Sector 5, zona Rahova",Rahova,agency,apartament,decomandat,1,57900,2,54,,2021,bloc de apartamente,D+P+8E,2,8,1,1,,,1
10008,"Bucuresti, Sector 6, zona Grozavesti",Grozavesti,agency,apartament,decomandat,1,86900,2,55,74,2019,bloc de apartamente,S+D+P+11E,6,11,1,1,,,1
10009,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,175000,4,140,140,2020,bloc de apartamente,S+P+10E,4,10,1,2,,,1
10010,"Bucuresti, Sector 3, zona Nerva Traian",Nerva Traian,agency,apartament,semidecomandat,lux,111300,2,51,64,2021,bloc de apartamente,S+P+8E,8,8,1,1,,,1
10011,"Bucuresti, Sector 5, zona Rahova",Rahova,agency,apartament,decomandat,1,62900,2,62,,2021,bloc de apartamente,D+P+8E,3,8,1,1,,,1
10012,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,decomandat,1,87990,2,50,55,1976,bloc de apartamente,P+9E,8,9,,1,,,1
10013,"Bucuresti, Sector 6, zona Politehnica",Politehnica,agency,apartament,decomandat,1,221981,4,113,134,2021,bloc de apartamente,S+P+8E,4,8,1,2,,,2
10014,"Bucuresti, Sector 6, zona Politehnica",Politehnica,agency,apartament,decomandat,1,162481,3,84,109,2016,bloc de apartamente,D+P+8E,1,8,1,2,,,1
10015,"Bucuresti, zona Cotroceni",Cotroceni,agency,apartament,decomandat,1,132000,3,98,120,1940,bloc de apartamente,P+3E,2,3,1,2,,,1
10016,"Bucuresti, zona Brancoveanu",Brancoveanu,prepay,apartament,decomandat,lux,74000,2,58,,2020,bloc de apartamente,P+4E,1,4,,,,,
10017,"Bucuresti, zona Gorjului",Gorjului,prepay,apartament,decomandat,2,47000,2,65,,2011,bloc de apartamente,P+4E,Parter,4,,,,,
10018,"Bucuresti, zona Lujerului",Lujerului,prepay,apartament,nedecomandat,,59000,1,40,,1984,bloc de apartamente,,11,,,,,,
10019,"Bucuresti, zona Herastrau",Herastrau,prepay,apartament,decomandat,lux,129500,2,55,,2006,bloc de apartamente,P+5E,Parter,5,,,,,
10020,"Bucuresti, zona Tineretului",Tineretului,prepay,apartament,decomandat,lux,69900,2,54,,2020,bloc de apartamente,P+4E,1,4,,,,,
10021,"Bucuresti, zona Cismigiu",Cismigiu,prepay,apartament,semidecomandat,1,95000,2,55,,1984,bloc de apartamente,P+8E,6,8,,,,,
10022,"Bucuresti, zona Sebastian",Sebastian,prepay,apartament,decomandat,1,79000,3,67,,1984,bloc de apartamente,P+8E,6,8,,2,,,
10023,"Bucuresti, zona Drumul Taberei",Drumul Taberei,prepay,apartament,semidecomandat,1,65000,2,50,,1966,,P+10E,6,10,,1,,,
10024,"Bucuresti, Sector 5, zona Cotroceni",Cotroceni,prepay,apartament,decomandat,1,310000,7,220,180,1938,casa/vila,P+2E,2,2,1,2,,,
10025,"Bucuresti, Sector 3, zona Octavian Goga",Octavian Goga,prepay,apartament,decomandat,lux,147000,3,78,94,1993,bloc de apartamente,P+8E,8,8,1,1,,,1
10026,"Bucuresti, zona Unirii",Unirii,prepay,apartament,decomandat,lux,185000,2,50,,2020,bloc de apartamente,P+7E,6,7,,,,,
10027,"Bucuresti, zona Dorobanti",Dorobanti,prepay,apartament,decomandat,,80000,2,40,,1984,bloc de apartamente,,Parter,,,,,,
10028,"Bucuresti, zona Drumul Taberei",Drumul Taberei,prepay,apartament,semidecomandat,lux,75000,2,64,,2013,bloc de apartamente,P+3E,1,3,,,,,
10029,"Bucuresti, zona Tei",Tei,prepay,apartament,semidecomandat,1,46900,1,28,,1984,bloc de apartamente,P+10E,4,10,,,,,
10030,"Bucuresti, zona Lujerului",Lujerului,prepay,apartament,decomandat,lux,112000,3,75,,1984,,P+12E,11,12,,2,,,
10101,"Bucuresti, zona Drumul Taberei",Drumul Taberei,prepay,apartament,decomandat,1,85000,3,67,,1984,bloc de apartamente,P+4E,Parter,4,,,,,
10102,"Bucuresti, zona Sebastian",Sebastian,prepay,apartament,decomandat,1,85000,3,80,,2018,bloc de apartamente,P+5E,4,5,,2,,,
10103,"Bucuresti, zona Pantelimon",Pantelimon,prepay,apartament,decomandat,1,73000,2,63,,2009,bloc de apartamente,P+3E,2,3,,,,,
10104,"Bucuresti, zona Cismigiu",Cismigiu,prepay,apartament,semidecomandat,1,39500,1,31,,,bloc de apartamente,P+10E,5,10,,,,,
10105,"Bucuresti, zona Turda",Turda,prepay,apartament,semidecomandat,,74000,3,65,,1984,bloc de apartamente,P+11E,9,11,,1,,,
10106,"Bucuresti, zona Rahova",Rahova,prepay,apartament,semidecomandat,2,38000,2,35,,2019,bloc de apartamente,P+3E,1,3,,,,,
10107,"Bucuresti, zona Iancului",Iancului,prepay,apartament,semidecomandat,1,106000,3,63,,2020,bloc de apartamente,P+6E,6,6,,2,,,
10108,"Bucuresti, zona Lujerului",Lujerului,prepay,apartament,semidecomandat,lux,51000,1,32,,2013,,P+10E,1,10,,,,,
10109,"Bucuresti, zona Drumul Taberei",Drumul Taberei,prepay,apartament,semidecomandat,1,63900,2,45,,1984,bloc de apartamente,P+8E,7,8,,,,,
10110,"Bucuresti, zona Herastrau",Herastrau,prepay,apartament,decomandat,lux,475000,4,145,,2018,bloc de apartamente,P+11E,2,11,,2,,,
10111,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,prepay,apartament,decomandat,1,72000,2,57,,1984,bloc de apartamente,P+3E,1,3,,,,,
10112,"Bucuresti, zona Gorjului",Gorjului,prepay,apartament,semidecomandat,1,95000,4,81,,1984,bloc de apartamente,P+4E,1,4,,2,,,
10113,"Bucuresti, Sector 2, zona Floreasca",Floreasca,prepay,apartament,decomandat,1,65000,1,30,35,2016,bloc de apartamente,P+6E,3,6,,1,,,1
10114,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,prepay,apartament,decomandat,1,49800,1,30,,1984,bloc de apartamente,P+8E,7,8,,,,,
10115,"Bucuresti, zona Lujerului",Lujerului,prepay,apartament,decomandat,lux,54000,1,43,,1984,bloc de apartamente,P+4E,4,4,,,,,
10116,"Bucuresti, zona Romana",Romana,prepay,apartament,decomandat,lux,275000,3,107,,1984,bloc de apartamente,P+5E,5,5,,2,,,
10117,"Bucuresti, zona Colentina",Colentina,prepay,apartament,circular,1,65000,2,50,,1984,bloc de apartamente,P+10E,7,10,,,,,
10118,"Bucuresti, Sector 2, zona Fundeni",Fundeni,agency,apartament,decomandat,1,75000,3,59,,2015,bloc de apartamente,P+2E,Parter,2,1,2,,1,
10119,"Bucuresti, zona Dacia",Dacia,agency,apartament,decomandat,lux,170900,3,70,85,1940,bloc de apartamente,P+4E,4,4,1,1,,,
10120,"Bucuresti, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,106000,3,73,77,1989,bloc de apartamente,P+8E,7,8,1,2,,,1
10121,"Bucuresti, Sector 3, zona Timpuri Noi",Timpuri Noi,agency,apartament,semidecomandat,lux,185600,3,79,97,2021,bloc de apartamente,S+P+8E,6,8,1,2,,,1
10122,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,semidecomandat,lux,126900,3,78,94,2019,bloc de apartamente,P+10E,6,10,1,2,,,1
10123,"Bucuresti, zona Nord",Nord,agency,apartament,decomandat,1,77420,3,63,98,2019,bloc de apartamente,S+P+6E,4,6,1,2,,,1
10124,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,119000,4,80,94,1980,bloc de apartamente,P+10E,1,10,1,2,,,2
10125,"Bucuresti, Sector 4, zona Dacia",Dacia,agency,apartament,decomandat,lux,247000,3,136,150,1984,bloc de apartamente,P+6E,1,6,1,2,1,,
